date,signal,position,valeur_portefeuille,Close,Signal
2022-02-01,0,0.0,1000.0,310.4166564941406,0
2022-02-02,0,0.0,1000.0,301.88665771484375,0
2022-02-03,0,0.0,1000.0,297.0466613769531,0
2022-02-10,0,0.0,1000.0,301.51666259765625,0
2022-02-11,0,0.0,1000.0,286.6666564941406,0
2022-02-17,0,0.0,1000.0,292.1166687011719,0
2022-02-18,0,0.0,1000.0,285.6600036621094,0
2022-02-23,0,0.0,1000.0,254.67999267578125,0
2022-02-24,0,0.0,1000.0,266.92333984375,0
2022-02-28,1,3.4431257196355225,999.0,290.1433410644531,1
2022-03-03,0,3.4431257196355225,963.260338218046,279.7633361816406,0
2022-03-04,0,3.4431257196355225,962.1125946195481,279.42999267578125,1
2022-03-08,0,3.4431257196355225,946.1709057254983,274.79998779296875,0
2022-03-11,0,3.4431257196355225,912.8300207090948,265.1166687011719,0
2022-03-16,0,3.4431257196355225,964.339152053602,280.07666015625,0
2022-03-17,0,3.4431257196355225,1000.3427643912116,290.5333251953125,0
2022-03-23,0,3.4431257196355225,1146.6871658201171,333.03668212890625,0
2022-03-24,0,3.4431257196355225,1163.6846569367895,337.97332763671875,0
2022-03-25,0,3.4431257196355225,1159.920209242952,336.8800048828125,1
2022-03-28,0,3.4431257196355225,1253.114089347296,363.9466552734375,1
2022-03-29,0,3.4431257196355225,1261.9859592778985,366.5233459472656,0
2022-03-30,-1,0.0,1254.5816907999301,364.663330078125,-1
2022-03-31,0,0.0,1254.5816907999301,359.20001220703125,0
2022-04-01,0,0.0,1254.5816907999301,361.5299987792969,-1
2022-04-04,0,0.0,1254.5816907999301,381.8166809082031,0
2022-04-07,0,0.0,1254.5816907999301,352.4200134277344,0
2022-04-08,0,0.0,1254.5816907999301,341.8299865722656,0
2022-04-11,1,3.85349881715252,1253.5816907999301,325.30999755859375,1
2022-04-12,0,3.85349881715252,1267.73690154282,328.98333740234375,1
2022-04-13,0,3.85349881715252,1313.2338948252536,340.7900085449219,0
2022-04-14,0,3.85349881715252,1265.232150831561,328.3333435058594,0
2022-04-18,0,3.85349881715252,1290.0101200019835,334.7633361816406,0
2022-04-21,0,3.85349881715252,1295.7775498875308,336.260009765625,0
2022-04-22,0,3.85349881715252,1290.9863130464532,335.01666259765625,1
2022-04-25,0,3.85349881715252,1281.956321586069,332.67333984375,0
2022-04-26,-1,0.0,1124.7612008906738,292.1400146484375,-1
2022-04-27,0,0.0,1124.7612008906738,293.836669921875,0
2022-04-28,0,0.0,1124.7612008906738,292.5033264160156,0
2022-05-03,0,0.0,1124.7612008906738,303.0833435058594,0
2022-05-04,0,0.0,1124.7612008906738,317.5400085449219,0
2022-05-09,0,0.0,1124.7612008906738,262.3699951171875,0
2022-05-10,0,0.0,1124.7612008906738,266.67999267578125,0
2022-05-11,0,0.0,1124.7612008906738,244.6666717529297,-1
2022-05-12,0,0.0,1124.7612008906738,242.6666717529297,-1
2022-05-13,0,0.0,1124.7612008906738,256.5299987792969,-1
2022-05-16,0,0.0,1124.7612008906738,241.4566650390625,-1
2022-05-17,1,4.426522324435941,1123.7612008906738,253.8699951171875,1
2022-05-18,-1,0.0,1046.3299334336452,236.60333251953125,-1
2022-05-20,0,0.0,1046.3299334336452,221.3000030517578,0
2022-05-23,0,0.0,1046.3299334336452,224.96665954589844,0
2022-05-24,0,0.0,1046.3299334336452,209.3866729736328,-1
2022-05-25,1,4.760154391529912,1045.3299334336452,219.60000610351562,1
2022-06-01,0,4.760154391529912,1174.7584703266225,246.7899932861328,0
2022-06-03,0,4.760154391529912,1116.335521351172,234.51666259765625,0
2022-06-06,0,4.760154391529912,1134.249582603012,238.27999877929688,0
2022-06-13,0,4.760154391529912,1026.9398276889756,215.73666381835938,0
2022-06-14,0,4.760154391529912,1051.4705006396746,220.88999938964844,0
2022-06-15,0,4.760154391529912,1109.1159732264694,233.0,0
2022-06-16,0,4.760154391529912,1014.3889298887009,213.10000610351562,0
2022-06-17,0,4.760154391529912,1031.8110397597145,216.75999450683594,0
2022-06-22,0,4.760154391529912,1123.808998610286,236.086669921875,0
2022-06-23,0,4.760154391529912,1118.9695276813484,235.07000732421875,0
2022-06-29,0,4.760154391529912,1087.6477030689784,228.49000549316406,0
2022-06-30,0,4.760154391529912,1068.5276963312594,224.47332763671875,0
2022-07-01,0,4.760154391529912,1081.8085677587753,227.26333618164062,0
2022-07-05,0,4.760154391529912,1109.433312010292,233.06666564941406,1
2022-07-11,0,4.760154391529912,1115.5104695669102,234.3433380126953,1
2022-07-12,0,4.760154391529912,1109.4492188982886,233.07000732421875,1
2022-07-14,0,4.760154391529912,1134.408288312019,238.31333923339844,0
2022-07-18,0,4.760154391529912,1145.039246521362,240.54666137695312,1
2022-07-20,0,4.760154391529912,1178.1382119036532,247.5,1
2022-07-21,0,4.760154391529912,1293.36567479364,271.7066650390625,1
2022-07-25,0,4.760154391529912,1277.784042707767,268.4333190917969,0
2022-07-26,0,4.760154391529912,1232.2134960626088,258.8599853515625,0
2022-07-27,0,4.760154391529912,1308.1856647446623,274.82000732421875,1
2022-07-28,0,4.760154391529912,1337.1273395270755,280.8999938964844,1
2022-07-29,0,4.760154391529912,1414.4798483894365,297.1499938964844,0
2022-08-01,0,4.760154391529912,1415.082857449472,297.27667236328125,0
2022-08-02,0,4.760154391529912,1430.8389568639652,300.586669921875,0
2022-08-03,0,4.760154391529912,1463.2555966488133,307.39666748046875,0
2022-08-05,0,4.760154391529912,1371.7337549252634,288.1700134277344,0
2022-08-08,0,4.760154391529912,1382.4599365600104,290.42333984375,1
2022-08-12,0,4.760154391529912,1428.189116279984,300.0299987792969,0
2022-08-16,0,4.760154391529912,1459.288752899744,306.5633239746094,1
2022-08-17,0,4.760154391529912,1447.0711007712882,303.9966735839844,0
2022-08-22,0,4.760154391529912,1380.0322113344475,289.913330078125,0
2022-08-23,0,4.760154391529912,1411.1636617302006,296.4533386230469,0
2022-08-24,0,4.760154391529912,1414.2260645234087,297.0966796875,0
2022-08-25,0,4.760154391529912,1409.338945564673,296.07000732421875,0
2022-08-26,0,4.760154391529912,1371.3528612236462,288.0899963378906,0
2022-08-29,0,4.760154391529912,1355.7872086599614,284.82000732421875,0
2022-08-30,0,4.760154391529912,1321.89493263521,277.70001220703125,0
2022-08-31,0,4.760154391529912,1311.946082120735,275.6099853515625,0
2022-09-01,0,4.760154391529912,1319.3244085886363,277.1600036621094,0
2022-09-02,0,4.760154391529912,1286.24127746015,270.2099914550781,0
2022-09-09,0,4.760154391529912,1426.523033189272,299.67999267578125,0
2022-09-13,0,4.760154391529912,1390.5839256405745,292.1300048828125,1
2022-09-14,-1,0.0,1439.4702506920426,302.6099853515625,-1
2022-09-20,0,0.0,1439.4702506920426,308.7300109863281,0
2022-09-22,0,0.0,1439.4702506920426,288.5899963378906,0
2022-09-26,0,0.0,1439.4702506920426,276.010009765625,-1
2022-09-27,1,5.084011586484431,1438.4702506920426,282.94000244140625,1
2022-09-28,0,5.084011586484431,1463.2293622939465,287.80999755859375,0
2022-09-30,0,5.084011586484431,1348.5340733149953,265.25,0
2022-10-03,-1,0.0,1231.364377533482,242.39999389648438,-1
2022-10-06,0,0.0,1231.364377533482,238.1300048828125,-1
2022-10-07,0,0.0,1231.364377533482,223.07000732421875,-1
2022-10-10,0,0.0,1231.364377533482,222.9600067138672,0
